Name,Due Date,Priority,Status,URL,Description,Project,Created,Edited,Resources,Area,Daily Highlight,Energy,Goal,Notes,Parent Task,Sub-task,Contexts,Event
C2_Topics_08 | Speculating,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_13 | Describing situations,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_02 | Instructing,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_01 | Astrology and religions,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Grammar_09 | Inversions and negative adverbials,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_02 | Nostalgia,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_12 | Describing things,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_09 | Expressing annoyance,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_01 | Contradicting,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_10 | Comparing and contrasting,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_03 | Expressing opinions formally and informally,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_07 | Persuading and convincing,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_11 | Describing people,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_06 | Expanding and exemplifying,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Topics_05 | Paraphrasing,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_10 | Diet and health,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_16 | Children’s development,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_05 | Eccentricity and individuality,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_17 | Advertising,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_08 | Gender,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_12 | Moral and personal dilemmas,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_06 | Creativity,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_07 | Age and cultural differences,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_13 | Road safety and risk,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_04 | Learning and educational systems,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_14 | Home safety and risk,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_11 | Types of communication,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_18 | Architecture,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_15 | Environmental issues,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_03 | Coincidences and experiences,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
C2_Vocabulary_09 | Politics,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 2:01 PM","September 13, 2023 2:03 PM",,,No,,,,,,,
https://www.linkedin.com/learning/introduction-to-career-skills-in-software-development?contextUrn=urn%3Ali%3AlyndaLearningPath%3A62f55081498ea51c77208c51,,,Completed,,,LinkedIN Learning (https://www.notion.so/LinkedIN-Learning-046d9e6a26164541b9f9fb7e882f2eb7?pvs=21),"September 13, 2023 10:30 PM","September 13, 2023 10:30 PM",,,No,,,,,,,
Treino A1,"September 16, 2023",,Completed,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:16 PM","September 18, 2023 11:18 AM",,,No,,,,,,,
Treino B1,"September 18, 2023",,Completed,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:16 PM","September 18, 2023 11:18 AM",,,No,,,,,,,
Treino C1,"September 20, 2023",,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:16 PM","September 18, 2023 11:18 AM",,,No,,,,,,,
Treino A2,"September 22, 2023",,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:17 PM","September 18, 2023 11:18 AM",,,No,,,,,,,
Treino B2,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:17 PM","September 13, 2023 11:17 PM",,,No,,,,,,,
Treino C2,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:17 PM","September 13, 2023 11:17 PM",,,No,,,,,,,
Treino A3,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:17 PM","September 13, 2023 11:17 PM",,,No,,,,,,,
Treino B3,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:17 PM","September 13, 2023 11:17 PM",,,No,,,,,,,
Treino C3,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:17 PM","September 13, 2023 11:17 PM",,,No,,,,,,,
Treino A4,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:17 PM","September 13, 2023 11:18 PM",,,No,,,,,,,
Treino B4,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:18 PM","September 13, 2023 11:18 PM",,,No,,,,,,,
Treino C4,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:18 PM","September 13, 2023 11:18 PM",,,No,,,,,,,
Treino A5,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:18 PM","September 13, 2023 11:18 PM",,,No,,,,,,,
Treino B5,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:18 PM","September 13, 2023 11:18 PM",,,No,,,,,,,
Treino C5,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:18 PM","September 13, 2023 11:18 PM",,,No,,,,,,,
Treino A6,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:18 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino B6,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:18 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino C6,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:18 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino A7,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:18 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino B7,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:19 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino C7,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:19 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino A8,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:19 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino B8,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:19 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino C8,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:19 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino A9,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:19 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino B9,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:19 PM","September 13, 2023 11:19 PM",,,No,,,,,,,
Treino C9,,,Next Action,,,Projeto 63 dias - FB (https://www.notion.so/Projeto-63-dias-FB-1cdbe048ab3c45f38778ef3fd7293ca1?pvs=21),"September 13, 2023 11:19 PM","September 13, 2023 11:20 PM",,,No,,,,,,,
Aula 1 - Assistir,"September 13, 2023",,Completed,,,NLW (https://www.notion.so/NLW-b7514c285a254c6bacef1021d2c21a9e?pvs=21),"September 13, 2023 11:29 PM","September 13, 2023 11:30 PM",,,No,,,,,,,
Aula 1 - Codar,,,Next Action,,,NLW (https://www.notion.so/NLW-b7514c285a254c6bacef1021d2c21a9e?pvs=21),"September 13, 2023 11:29 PM","September 18, 2023 11:17 AM",,,No,,,,,,,
Aula 2 - Assistir,,,Next Action,,,NLW (https://www.notion.so/NLW-b7514c285a254c6bacef1021d2c21a9e?pvs=21),"September 13, 2023 11:29 PM","September 18, 2023 11:17 AM",,,No,,,,,,,
Aula 2- Codar,,,Next Action,,,NLW (https://www.notion.so/NLW-b7514c285a254c6bacef1021d2c21a9e?pvs=21),"September 13, 2023 11:30 PM","September 18, 2023 11:17 AM",,,No,,,,,,,
Aula 3 - Assistir,,,Next Action,,,NLW (https://www.notion.so/NLW-b7514c285a254c6bacef1021d2c21a9e?pvs=21),"September 13, 2023 11:30 PM","September 18, 2023 11:17 AM",,,No,,,,,,,
Aula 3 - Codar,,,Next Action,,,NLW (https://www.notion.so/NLW-b7514c285a254c6bacef1021d2c21a9e?pvs=21),"September 13, 2023 11:30 PM","September 18, 2023 11:17 AM",,,No,,,,,,,
Chemical Product Knowledge 1,"September 19, 2023",,Completed,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:55 PM","September 18, 2023 9:42 PM",,,No,,,Chemical Product Knowledge 1 (https://www.notion.so/Chemical-Product-Knowledge-1-549a407c7a4e4566bb93df33b8f1279b?pvs=21),,,,
Foundations of Dish,"September 19, 2023",,Next Action,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:56 PM","September 18, 2023 8:56 PM",,,No,,,,,,,
Intro to the Kitchen Line,"September 19, 2023",,Next Action,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:56 PM","September 18, 2023 8:56 PM",,,No,,,,,,,
Foundations of our Kitchen,"September 19, 2023",,Next Action,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:56 PM","September 18, 2023 8:56 PM",,,No,,,,,,,
Chemical Product Knowledge 2,"September 19, 2023",,Next Action,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:56 PM","September 18, 2023 8:57 PM",,,No,,,,,,,
Slides | Food Orientation,"September 21, 2023",,Next Action,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:57 PM","September 18, 2023 8:57 PM",,,No,,,,,,,
Safe Food Handling Level 1,"September 21, 2023",,Next Action,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:57 PM","September 18, 2023 8:57 PM",,,No,,,,,,,
PUSH | Hou-To’s,,,Next Action,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:57 PM","September 18, 2023 8:58 PM",,,No,,,,,,,
Learning Path | KP,,,Next Action,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:58 PM","September 18, 2023 8:58 PM",,,No,,,,,,,
Working in our Kitchens,,,Next Action,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:58 PM","September 18, 2023 8:58 PM",,,No,,,,,,,
What is Lessonly?,,,Completed,,,Lessonly (https://www.notion.so/Lessonly-b9f77ae7644243f9b9cb57f346165c00?pvs=21),"September 18, 2023 8:58 PM","September 18, 2023 9:06 PM",,,No,,,What is Lessonly? (https://www.notion.so/What-is-Lessonly-f7842e0840c3436ea0a615181f0bbdcb?pvs=21),,,,
